Gene	Length	SRR1554534	SRR1554535	SRR1554536	SRR1554537	SRR1554538	SRR1554539	SRR1554541	SRR1554544	SRR1554546	SRR1554549	SRR1554551	SRR1554553	SRR1554554	SRR1554556	SRR1554561	SRR1554566	SRR1554567	SRR1554568
ADAM17	4710	429	490	181	1630	2634	806	2246	769	946	1012	764	111	1131	1263	619	1666	1922	1800
ADAM18	3268	0	0	0	0	4	0	8	0	0	0	0	0	0	1	0	0	6	1
ADAM19	7100	520	452	71	915	2068	589	2754	986	806	1541	933	299	1624	548	886	1623	2249	1609
ADAM1A	2840	144	225	43	1010	1045	236	1179	185	270	425	319	59	361	319	272	980	1469	941
ADAM2	2671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	2792	3	2	1	13	16	8	25	3	8	17	18	1	7	15	3	10	22	6
ADAM20P1	3036	34	33	10	80	82	65	58	47	69	78	63	11	134	43	67	65	76	65
ADAM21	2664	14	16	0	16	14	27	17	25	11	40	10	5	57	44	46	13	22	13
ADAM21P1	2049	0	3	0	3	3	1	4	1	0	1	2	0	5	4	0	2	2	2
ADAM22	11143	2858	4129	455	3436	5712	8249	8346	3620	3963	6423	4297	1479	9736	5378	5184	1634	5676	2158
ADAM23	6272	3682	4730	285	3197	3952	6730	5985	2468	2334	5392	2711	901	4798	5047	5412	3611	4515	3511
ADAM28	3816	36	95	5	135	74	38	22	69	164	202	106	19	322	139	17	47	62	36
ADAM29	3440	4	5	4	0	5	17	2	8	7	127	8	2	18	10	10	0	4	1
ADAM30	2992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32	3402	20	44	7	21	48	56	43	41	39	48	37	7	44	55	49	25	37	26
ADAM33	6071	416	326	729	216	1011	331	418	827	886	2231	700	73	850	425	681	427	648	446
ADAM3A	3053	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ADAM5	2664	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0
ADAM6	1842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM7	4341	1	0	0	2	1	1	10	0	2	1	1	0	0	1	0	0	8	0
ADAM8	3828	75	64	40	188	191	75	145	50	43	137	46	13	171	104	198	147	154	116
ADAM9	6073	820	1542	467	1090	1991	1542	1720	1530	1836	2030	1692	251	2282	2215	1274	1648	1823	1246
ADAMDEC1	2438	0	2	0	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0
ADAMTS1	4651	452	490	1415	83	142	592	188	1411	1254	676	944	44	370	2334	775	433	144	197
ADAMTS10	4482	1110	891	415	7033	5788	790	4465	1169	1252	1668	1174	177	2035	1012	1937	5292	5459	4434
ADAMTS12	5160	3	4	0	22	96	1	143	21	29	43	45	6	15	7	0	120	64	74
ADAMTS13	7362	776	618	166	888	599	582	734	576	654	977	652	116	1166	711	1097	1031	769	753
ADAMTS14	6776	147	203	24	53	423	62	301	31	37	363	34	5	151	359	165	143	323	146
ADAMTS15	5676	38	38	51	233	223	39	411	227	179	445	256	53	285	58	51	155	287	112
ADAMTS16	5858	42	53	11	102	99	92	109	64	93	97	92	15	73	69	99	71	471	52
ADAMTS17	6628	141	116	70	53	154	118	96	398	606	446	513	83	327	161	177	87	206	48
ADAMTS18	6067	45	4	3	16	28	5	38	27	127	48	290	9	71	351	45	69	42	18
ADAMTS19	5190	71	111	16	90	89	95	62	180	133	239	178	23	208	156	127	45	101	26
ADAMTS2	7070	133	143	13	72	126	92	291	134	129	158	130	23	220	109	200	290	116	100
ADAMTS20	6851	4	4	2	3	11	4	19	3	29	104	13	3	29	6	9	10	23	4
ADAMTS3	6018	81	195	29	591	337	457	1405	98	81	190	102	46	310	167	246	2186	759	570
ADAMTS4	4777	529	821	63	47	73	504	76	247	148	2348	162	33	555	3466	248	88	75	83
ADAMTS5	9663	32	60	11	89	230	76	136	159	120	125	127	25	161	39	48	444	303	146
ADAMTS6	7819	26	25	9	321	291	54	169	56	129	127	111	6	107	31	21	537	266	557
ADAMTS7	6307	43	67	31	3320	5535	26	1881	189	184	218	109	20	47	80	42	3680	3777	2916
ADAMTS7P1	11437	25	14	3	33	31	30	20	31	36	60	34	6	41	31	64	40	46	34
ADAMTS8	4176	692	681	107	119	88	699	316	607	303	1200	513	152	941	1001	1525	43	220	29
ADAMTS9	8689	100	105	67	1996	818	123	1378	602	955	813	694	69	1037	180	110	514	893	319
ADAMTS9-AS2	2228	15	22	16	97	20	49	39	33	30	23	40	6	80	23	50	18	13	12
ADAMTSL1	10929	115	104	5	301	1323	104	2163	118	126	342	145	66	466	140	111	1625	998	2068
ADAMTSL2	5791	927	794	149	233	304	624	221	581	644	822	636	129	1351	799	1327	263	261	163
ADAMTSL3	8645	78	110	42	1669	1385	89	2728	189	120	243	171	55	417	251	70	77	863	71
ADAMTSL4	4584	73	56	22	78	118	49	112	82	123	152	85	17	174	108	99	105	106	71
ADAMTSL5	3008	50	67	79	69	23	31	55	57	50	93	55	6	132	77	84	52	42	54
ADAP1	2977	6305	5743	1221	1214	919	4499	2366	3894	2574	5640	2945	601	4907	6903	9226	529	1296	350
ADAP2	2767	43	74	78	71	121	46	115	144	207	234	205	18	309	134	47	100	77	69
ADAR	7094	6924	7635	1531	12140	15781	8981	14067	4949	4801	9138	4561	1138	9354	10228	11562	13160	15502	11501
ADARB1	9254	1956	1904	261	2343	2306	2643	3193	1824	1215	2687	1533	427	3538	2112	3281	2302	3051	1946
ADARB2	8835	1221	1899	330	212	505	1228	611	1174	1200	1542	1224	224	1040	2279	1858	115	1136	154
ADARB2-AS1	644	14	24	2	1	6	46	3	2	6	11	2	0	6	65	30	2	9	0
ADAT1	3603	228	288	78	1078	1498	454	1002	259	279	482	263	61	434	591	348	1161	1011	1213
ADAT2	7493	74	183	51	688	734	166	925	238	412	450	365	53	371	262	141	604	773	599
ADAT3	1626	47	52	8	92	89	16	56	40	29	102	32	7	42	87	74	119	65	69
ADCK1	3596	379	669	66	414	428	398	444	394	419	687	409	79	376	772	576	467	483	364
ADCK2	2538	1046	814	195	1106	1251	942	1469	641	617	1252	594	181	1488	1297	1445	1185	1097	905
ADCK5	2007	308	304	107	642	693	274	642	418	426	615	390	70	496	319	531	713	750	540
ADCY1	12931	10905	10051	1040	65092	39540	18455	98572	12139	12112	22776	13897	6142	53927	11725	22940	9610	28588	11545
ADCY10	5869	12	18	4	49	51	26	32	20	20	56	37	6	99	22	38	19	42	38
ADCY10P1	7301	101	356	84	517	671	175	583	165	182	320	205	29	493	915	150	896	772	825
ADCY2	6894	4227	4791	1766	1444	4143	5934	5078	4583	3540	5960	3911	985	9695	5337	6998	1189	4925	1159
ADCY3	4465	1259	1288	289	1858	1941	1425	1879	599	610	1239	628	172	1626	1511	2513	1684	1610	1337
ADCY4	4128	236	184	61	146	208	181	187	333	449	411	322	37	286	230	159	299	174	153
ADCY5	7026	3294	3518	564	3741	3339	3364	4380	2558	1600	3865	2354	512	4943	5258	5179	3769	3759	3293
ADCY6	7729	1332	1602	730	4920	6605	1713	4857	2011	2018	3420	2157	365	3787	2296	2672	5319	4797	4352
ADCY7	6251	401	596	205	548	1252	563	1437	466	652	843	581	95	1680	953	921	822	1109	638
ADCY8	4101	438	473	195	296	1178	436	936	681	607	1142	786	132	1053	525	694	199	1791	195
ADCY9	7727	1330	1059	276	1167	1153	1329	1331	671	630	1220	689	153	1426	1265	2398	1032	931	878
ADCYAP1	3377	571	545	95	561	489	1074	232	542	596	638	604	121	568	722	1416	338	867	464
ADCYAP1R1	6659	4056	4453	3339	12927	10344	2950	12843	8961	8416	10057	8001	865	9634	5203	5477	8163	8000	7647
ADD1	10340	10881	13196	3723	17784	20708	11137	18710	8998	8335	11814	7969	1444	12915	16707	15365	18753	17910	14439
ADD2	6880	2303	1158	104	19457	18835	3942	24864	1289	1520	2940	1516	675	6470	1911	5016	9779	13921	9895
ADD3	5726	3398	6927	5586	2784	3926	3996	3084	11701	11642	10464	11091	842	10295	9642	3723	4005	4115	2894
ADD3-AS1	1402	33	62	34	14	8	30	15	86	73	89	83	10	89	95	24	8	12	6
ADGB	7044	0	1	0	1	1	2	0	2	1	4	2	0	2	0	1	17	3	4
ADGRA1	6410	2554	2247	300	504	652	2278	941	1601	1170	3704	1811	286	2365	2770	4354	393	693	470
ADGRA2	6201	817	714	529	543	1072	701	1409	1044	1040	1075	1024	153	643	913	1261	1107	1287	794
ADGRA3	8088	963	1487	1140	2847	3762	656	2406	2064	2148	2721	1814	168	1429	1596	865	4304	3677	3888
ADGRB1	5528	7436	5334	2265	5098	3473	5234	5482	10718	10915	12553	11463	1180	7213	5411	11644	3775	3768	2526
ADGRB2	6314	13980	11542	1908	20297	13063	13656	13753	8011	6689	15963	6572	2036	11421	12218	25679	16753	10792	12386
ADGRB3	5861	1830	2620	560	4577	5921	3574	5568	3033	3566	4509	3520	879	6192	3448	3142	6586	6951	5424
ADGRD1	6041	123	97	132	100	304	69	329	170	286	249	184	53	276	149	174	108	369	144
ADGRD2	3426	0	0	1	2	0	0	0	0	4	1	2	1	1	0	1	5	1	3
ADGRE1	3244	1	0	0	0	0	2	0	0	4	0	1	0	9	0	3	1	0	1
ADGRE2	7092	27	48	13	16	6	41	7	17	33	26	22	0	63	115	42	7	12	8
ADGRE3	2301	1	3	0	0	0	1	0	0	4	3	0	0	0	2	0	1	0	0
ADGRE4P	2768	1	2	2	2	2	0	0	7	4	14	5	0	29	20	8	1	4	1
ADGRE5	3492	210	293	149	60	55	190	65	115	149	182	102	17	122	626	154	47	51	28
ADGRF1	6807	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	3
ADGRF2	5456	1	2	0	3	25	1	4	1	1	2	2	1	1	2	3	4	10	6
ADGRF3	5673	29	34	17	43	52	20	60	31	19	46	25	4	77	47	45	37	60	41
ADGRF4	3391	4	1	0	5	22	1	3	0	3	3	3	0	0	5	1	5	8	7
ADGRF5	6842	916	1050	544	469	905	1352	814	1534	2425	1648	1654	250	2241	1949	1467	461	545	504
ADGRG1	4685	3946	4117	3144	7549	8641	1655	3362	12637	13487	11479	10758	671	4134	4881	3797	11975	7152	9404
ADGRG2	4853	13	19	1	1107	224	7	785	81	120	100	87	39	189	16	10	107	280	45
ADGRG3	3211	5	1	4	8	23	0	2	8	14	6	8	0	13	3	4	28	18	14
ADGRG4	10072	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0
ADGRG5	3794	1	2	2	12	21	6	10	14	19	43	6	6	26	14	8	15	30	17
ADGRG6	7286	42	41	34	1617	3028	72	980	538	591	418	433	79	588	158	57	757	1172	905
ADGRG7	3858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL1	7857	9884	8405	1777	15503	14182	8992	17771	13585	11802	17208	13412	2189	16441	10096	17745	13434	13004	12319
ADGRL2	6711	1219	1536	213	3599	6346	2779	6077	1858	2698	2473	2413	657	3834	2141	2084	4645	6113	5827
ADGRL3	6957	1842	2346	774	7851	11270	3030	14334	3605	3801	4572	3780	732	5102	3187	2832	2644	10673	4152
ADGRL4	3619	64	129	312	177	309	162	328	485	637	245	457	44	424	259	85	257	251	138
ADGRV1	20317	1667	1762	2066	7248	12031	1078	2149	4510	4282	3551	6171	281	1883	2922	1533	4160	3040	4625
ADH1A	1543	0	0	0	8	10	0	7	1	3	2	1	1	1	0	1	6	4	3
ADH1B	4710	20	33	39	10	14	10	9	2	3	3	1	2	23	15	15	12	10	4
ADH1C	1470	0	1	0	0	1	1	2	1	1	1	0	0	1	0	0	1	0	0
ADH4	2127	0	0	0	11	14	0	3	1	2	1	2	0	1	0	0	5	13	3
ADH5	3710	1008	2194	1141	5202	6083	1601	4477	2691	2384	3084	2647	396	2886	2682	1254	5407	4818	3838
ADH6	3006	1	1	0	26	39	1	16	1	4	4	4	1	1	2	0	28	36	33
ADH7	2397	0	0	0	1	1	0	0	1	1	1	4	0	1	0	0	0	0	0
ADHFE1	2244	434	658	532	237	330	286	71	837	859	713	891	70	601	764	403	280	344	287
ADI1	4616	622	1458	864	5156	711	777	935	1200	1097	1448	1415	157	1990	2070	1101	973	977	662
ADIG	770	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0
ADIPOQ	4629	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0
ADIPOQ-AS1	3442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR1	2349	1494	2311	709	1793	2189	1855	2423	1738	1669	2431	1688	313	2632	2916	2246	1301	2179	1603
ADIPOR2	3987	1512	3105	671	3316	3381	1794	3332	1446	1718	2515	1412	256	2957	7636	1945	3138	3167	2491
ADIRF	672	149	185	635	13	11	151	19	225	167	249	206	24	123	390	131	16	25	17
ADK	2439	276	602	214	934	744	493	744	735	711	902	745	148	995	683	416	912	773	659
ADM	1449	42	53	166	196	213	30	70	96	115	116	105	10	156	85	143	189	95	177
ADM2	4273	6	8	3	116	98	1	20	2	0	3	4	0	3	4	1	456	44	251
ADM5	2112	21	31	12	49	54	36	41	68	85	111	78	14	63	40	44	46	67	54
ADNP	4713	1338	2423	534	12963	15733	2382	14429	2327	2709	3832	2583	657	5326	3461	2105	14559	14948	13204
ADNP2	5387	523	719	142	1822	1928	731	2236	577	680	839	650	138	1119	1082	772	2401	2197	1825
ADO	3724	1025	1668	224	1823	2509	1859	3331	1529	1439	2659	1518	418	2320	2695	1842	1844	2869	1757
ADORA1	3271	2972	3249	691	1743	571	2526	868	1342	966	2989	1238	200	1756	4996	4196	545	865	453
ADORA2A	3372	22	7	3	81	96	8	88	18	12	36	18	2	71	16	37	56	36	55
ADORA2A-AS1	3761	19	16	9	75	149	31	85	18	15	46	25	3	97	18	55	88	47	75
ADORA2B	1885	84	169	284	44	160	57	65	717	592	464	711	36	381	174	79	65	134	126
ADORA3	3408	41	86	7	68	97	50	16	93	278	365	116	20	751	183	41	47	43	31
ADPGK	3019	349	623	138	953	1104	477	927	504	619	796	557	101	593	753	506	1087	1121	767
ADPGK-AS1	2730	19	18	14	39	40	16	47	23	12	23	30	2	14	14	28	4	39	11
ADPRH	3508	36	56	31	52	56	38	114	94	89	103	77	5	148	74	12	83	73	33
ADPRHL1	2173	264	311	39	65	94	261	113	97	98	173	71	21	159	251	445	141	106	78
ADPRHL2	1691	511	690	154	1354	1493	441	1419	562	490	845	460	90	685	874	755	1758	1553	1092
ADPRM	1628	73	100	44	498	647	114	531	133	131	192	137	28	202	137	96	540	489	414
ADRA1A	3734	97	90	37	44	35	102	59	129	144	256	98	20	189	145	163	12	83	10
ADRA1B	2254	551	546	91	24	177	638	156	336	297	310	315	35	122	572	833	38	163	52
ADRA1D	2666	243	146	19	15	15	261	32	323	161	463	192	47	211	197	344	9	14	13
ADRA2A	3873	435	366	35	7944	7704	475	10826	571	389	1238	640	154	1446	469	621	3177	9031	2427
ADRA2B	3266	25	31	10	1	2	11	1	12	10	22	2	3	31	59	17	6	4	5
ADRA2C	1958	167	106	116	221	108	164	140	290	141	375	213	24	350	151	346	159	113	234
ADRB1	2862	434	590	149	233	61	538	105	531	408	508	446	51	301	497	815	20	34	21
ADRB2	2042	36	28	27	20	49	13	5	79	65	85	41	7	107	40	30	21	23	28
ADRB3	2646	4	1	2	1	0	12	0	16	4	6	8	3	4	8	13	0	0	0
ADRM1	2552	2153	1820	483	2215	2348	1362	2268	1397	1160	2051	1174	231	1426	2203	2769	3097	2327	1841
ADSL	1779	285	555	147	981	1480	473	1283	637	573	841	578	135	719	644	418	1240	1132	728
ADSS	3107	918	2332	304	2857	3069	2021	4473	1736	1726	2506	1881	509	2602	3221	1342	3206	3332	2437
ADSSL1	2078	127	189	66	13	43	123	62	110	98	169	106	12	102	358	149	104	66	69
ADTRP	2906	107	193	2	291	96	167	140	88	61	218	130	24	226	235	120	21	132	50
AEBP1	4427	1363	937	1296	1232	1603	739	901	1282	1057	1209	908	98	1089	1078	2751	1752	1054	1176
AEBP2	5807	361	949	288	1553	1820	759	1756	964	872	1127	915	150	1385	1125	597	1789	1885	1520
AEN	3708	129	136	87	332	310	207	207	294	365	627	297	40	471	280	215	489	251	229
AFAP1	7770	859	909	267	10304	9183	1283	11230	1883	2074	3492	1933	431	2945	1210	1642	5956	8046	7635
AFAP1-AS1	6794	27	26	6	49	66	81	55	26	13	27	16	0	31	27	38	19	78	39
AFAP1L1	4564	79	104	78	352	529	106	515	320	475	370	319	39	256	173	196	613	479	348
AFAP1L2	5696	985	1253	579	426	641	1149	1080	1876	2192	3170	1749	318	2615	1237	1384	566	1180	436
AFDN	11959	1697	2241	626	20974	27656	2348	22950	3038	3801	4804	3620	716	5986	3711	2493	47283	23419	42627
AFDN-DT	2311	18	18	7	2262	2814	34	1954	135	177	234	212	38	366	79	20	2239	2082	2932
AFF1	10236	561	778	390	1054	1764	759	835	1043	1225	1160	1115	87	1672	1686	752	947	1040	823
AFF1-AS1	1945	50	93	62	4	22	54	8	80	82	100	62	7	102	181	51	16	29	9
AFF2	14006	426	495	49	6420	10173	995	11940	928	989	1644	1071	360	2790	570	642	2157	6693	2363
AFF3	8967	1145	1441	126	15579	14642	2072	20991	1335	1113	2153	1438	387	3758	1608	2077	12692	11147	17354
AFF4	10340	1265	3155	848	11755	15199	3847	15782	3227	3881	5482	3894	782	5687	5040	2641	9066	12311	10155
AFG1L	2255	77	72	20	135	184	98	307	118	141	156	99	38	208	142	76	157	161	146
AFG3L1P	6767	350	338	150	1166	1211	376	808	523	572	791	695	73	451	680	454	1167	990	1183
AFG3L2	3209	1410	1648	246	1656	1724	1825	2264	898	818	1624	871	237	1364	1888	2054	2444	2468	1479
AFM	1997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	3434	627	1021	98	587	643	506	717	373	342	671	414	83	958	2471	747	632	578	349
AFP	2326	2	2	0	0	1	3	0	1	0	2	0	0	0	8	3	7	1	0
AFTPH	4123	1035	1810	316	2897	3883	2115	4520	1535	1365	2127	1559	366	2988	2104	1767	2688	3673	2337
AGA	2102	186	384	100	215	215	197	260	218	245	302	303	56	213	698	214	289	371	319
AGAP1	11367	5899	5267	1024	17520	9999	6474	13607	4108	3219	6960	3755	765	10611	10121	9566	11476	8931	14758
AGAP11	5670	62	75	68	59	58	70	65	98	129	95	143	14	138	98	83	21	48	30
AGAP2	6088	15727	12265	2042	9365	8647	14041	14871	16036	11825	26300	13853	3657	28440	11957	27554	4779	10264	4506
AGAP2-AS1	1531	14	18	6	105	83	28	96	24	22	36	20	1	23	21	37	82	75	56
AGAP3	7445	11123	10916	2209	10648	9095	7966	10051	5969	4632	9047	5419	1072	7886	10082	17131	9699	8890	7379
AGAP4	2888	78	124	46	406	476	166	422	198	258	191	241	15	166	143	230	447	497	279
AGAP5	3948	114	125	24	383	316	84	224	147	156	234	152	22	192	233	161	323	323	325
AGAP6	2772	465	603	123	1248	1063	432	865	477	599	805	617	92	491	648	603	1244	1217	1083
AGAP7P	2431	36	131	6	31	45	4	10	1	13	23	2	1	23	4	4	11	30	93
AGAP9	10914	11	25	1	52	22	12	23	20	3	35	16	4	12	22	6	40	23	11
AGBL1	4453	8	2	0	4	15	8	4	5	5	15	5	5	18	5	2	17	74	13
AGBL1-AS1	904	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	1	7	1
AGBL2	3880	6	8	6	29	35	4	31	23	14	25	19	1	11	13	6	79	36	52
AGBL3	3533	44	67	27	123	151	88	171	71	74	106	85	15	115	85	46	145	218	136
AGBL4	6282	314	433	20	67	102	581	163	177	133	341	170	83	516	399	566	75	126	69
AGBL5	3415	745	780	193	2450	2448	732	2427	801	757	1213	769	176	1425	1047	1142	2359	2791	1973
AGER	17171	56	75	58	279	302	38	144	127	219	200	170	10	132	126	80	632	344	375
AGFG1	8738	995	2539	617	4196	4843	3014	6372	2607	3010	4345	2748	661	4297	3853	1507	3139	4718	3176
AGFG2	5443	839	718	265	183	242	541	214	456	417	652	367	66	500	770	1069	304	281	197
AGGF1	4818	976	1761	307	2305	2598	2045	3230	1522	1451	1916	1541	359	2702	1976	1558	2518	3078	2094
AGK	3811	1098	1769	214	1947	1927	1484	2247	1252	1324	2018	1432	298	1612	1839	1348	1939	2191	1535
AGL	8217	483	1080	419	1789	3058	1144	3888	1966	2266	2067	2048	304	1295	1740	554	2016	3152	2347
AGMAT	3154	100	98	8	19	27	121	48	41	25	62	41	11	116	98	115	19	49	19
AGMO	2475	6	32	5	0	1	25	4	6	13	11	3	0	20	31	2	0	0	0
AGO1	7698	979	869	365	5414	6088	1291	3685	1014	1027	1360	997	162	1564	1746	1649	4919	4201	4491
AGO2	3500	144	82	37	784	1306	252	918	173	148	233	140	18	510	316	379	508	424	629
AGO3	4515	106	121	52	1046	1380	168	908	216	222	342	246	33	363	286	150	827	688	859
AGO4	7060	650	864	344	7662	8892	1013	11613	1490	1849	1967	1835	295	2294	1533	857	6464	8769	7033
AGPAT1	22407	1854	2141	674	2773	3019	1879	3273	2204	1838	3936	2143	505	3620	2927	3141	1954	3223	2286
AGPAT2	1548	207	236	122	73	19	153	39	98	58	66	62	4	73	183	331	71	26	47
AGPAT3	7635	4719	4430	2038	4757	5002	4711	6154	4541	4003	6306	3934	613	6070	6722	6738	3112	4926	3015
AGPAT4	8665	1696	2308	243	6479	7969	2266	7505	1760	1798	4871	1764	453	4781	7124	2436	6371	6468	6018
AGPAT4-IT1	1851	21	58	9	158	374	40	201	58	62	105	44	5	94	190	39	145	131	113
AGPAT5	5519	639	1736	736	4785	5251	1543	6349	2806	3206	3303	3444	448	3192	2112	859	4888	5562	4197
AGPS	7740	519	1164	324	2298	3116	1234	4095	1263	1371	2598	1428	368	2632	2258	764	2965	3301	2621
AGR2	1671	0	2	0	5	16	0	18	2	0	7	5	2	4	0	0	37	8	4
AGR3	750	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
AGRN	7326	5702	4813	1965	11945	11208	4533	10070	6779	7309	12711	7044	1464	8361	6137	9393	15666	9194	10467
AGRP	764	14	16	2	5	6	4	4	12	7	6	8	1	17	13	5	12	14	5
AGT	2581	2985	6729	3802	10	42	1591	129	3532	6775	4690	2217	274	3648	5753	2944	13	23	1
AGTPBP1	4939	1241	2265	240	6462	6561	2927	11291	1565	1558	3149	1923	724	4278	4323	1699	5031	6876	4881
AGTR1	2571	7	1	10	22	27	2	16	5	7	8	21	3	9	5	0	21	19	12
AGTR2	2899	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	3	0
AGTRAP	1280	100	140	157	91	106	55	56	197	141	189	165	22	167	259	110	147	110	87
AGXT	2761	0	0	0	0	0	0	0	0	1	1	1	0	1	2	0	0	0	0
AGXT2	3395	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0
AHCTF1	8844	561	1130	310	3031	4138	1384	3641	1274	1567	1638	1262	201	1762	1619	957	3575	3564	3439
AHCTF1P1	8836	9	18	17	28	40	13	53	8	26	27	5	9	20	10	8	38	40	39
AHCY	3326	1038	1247	359	2526	2893	1268	3236	1263	1037	2117	1107	279	1542	1840	1496	2780	1814	1308
AHCYL1	4968	7363	12216	7615	4250	5584	6393	4493	7825	8002	11336	6897	893	17013	13135	8437	5204	5263	4301
AHCYL2	5778	1747	2531	1651	2431	2304	1990	2264	4547	4319	4235	4373	427	4475	3336	2123	1957	2292	2039
AHDC1	6619	2105	1550	371	6849	5603	1664	5286	1256	1263	2466	1403	208	2734	2040	4052	4177	4298	3971
AHI1	6447	963	1619	282	806	1724	2870	2483	1363	1548	2684	1802	354	2241	2127	1437	1526	1898	899
AHNAK	19265	4222	3309	4489	1221	3838	3242	5286	4283	4275	4988	3602	293	8861	6521	5000	3313	2241	2127
AHNAK2	18345	1907	1597	131	2124	2297	2319	4557	1063	642	1963	735	306	2531	1994	3109	1291	1629	1414
AHR	6247	143	393	58	367	241	392	519	359	411	482	398	77	546	795	218	1127	509	523
AHRR	6875	126	180	40	49	129	155	181	42	60	169	126	19	252	283	346	136	135	73
AHSA1	1537	2219	3360	595	3679	4537	2514	4474	2563	1942	3822	2052	464	5126	4042	3189	3922	4271	3016
AHSA2P	3033	1170	1329	383	2435	3584	979	2250	1376	2129	2117	1603	202	2372	2502	1784	3652	2550	3347
AHSG	1924	11	1	2	4	13	10	8	0	2	4	10	1	13	10	13	22	32	6
AHSP	506	0	0	1	19	17	1	7	0	1	0	0	0	0	0	0	53	5	45
AICDA	2794	0	0	0	1	0	2	1	0	0	1	1	1	0	0	0	0	2	0
AIDA	4491	352	832	356	1597	2169	761	1935	814	833	1422	859	133	2036	989	546	1486	1588	1198
AIF1	9312	28	93	7	63	88	37	49	169	277	333	172	42	612	195	22	71	69	44
AIF1L	3723	3074	5600	2119	2128	3761	2564	1311	7539	6396	5673	7310	423	1476	11317	1684	4599	2968	2983
AIFM1	3253	556	768	174	789	913	592	1105	678	606	966	647	96	660	979	762	1281	1087	999
AIFM2	4647	256	391	197	335	397	267	381	257	256	393	198	32	320	381	532	370	458	268
AIFM3	2528	2287	2175	2120	26	58	1039	75	2550	2256	2417	2286	135	687	2054	2575	277	73	28
AIG1	4639	602	1356	461	1061	1648	981	2122	1550	1363	1767	1733	251	1775	1807	998	872	1483	772
AIM2	1484	0	0	0	128	218	3	379	17	44	31	36	12	22	7	0	283	239	201
AIMP1	3260	370	933	329	1369	1715	628	1666	824	868	1062	898	141	1047	1208	446	1787	1883	1408
AIMP2	1219	154	185	36	472	537	165	522	250	163	331	208	37	245	284	238	383	499	322
AIP	1233	1142	1278	443	1863	1752	901	1717	1145	903	1658	965	195	1742	1675	1540	1559	1481	928
AIPL1	3813	4	4	0	0	0	1	0	3	4	6	3	0	3	1	0	3	0	1
AIRE	3129	36	50	8	4	10	44	5	10	9	35	14	3	10	36	73	11	13	6
AIRN	4374	29	25	2	10	9	18	19	14	1	21	11	3	30	14	43	6	20	3
AJAP1	3317	562	380	35	258	669	627	909	321	299	860	320	121	1315	547	1172	91	593	37
AJM1	2931	2391	1292	100	433	422	1332	630	561	370	1175	429	113	1381	838	3548	166	412	202
AJUBA	4743	52	54	100	265	482	34	132	153	171	142	177	18	67	60	41	1093	272	972
AK1	2266	1920	1851	761	1829	2610	1291	3100	1989	1526	2748	1930	265	2333	2104	2320	2689	2989	1874
AK2	5771	897	1490	548	3140	3358	1003	2614	1459	1664	2181	1520	264	1737	2115	1066	2763	3303	2755
AK3	4621	712	2293	1171	2007	3062	1217	2448	1706	1771	1958	1762	244	2372	2467	970	2632	2612	2481
AK4	7320	1170	2145	1370	543	1829	1191	1183	3510	3906	3542	3014	276	2596	2332	1613	380	1179	424
AK5	5601	10014	13988	537	530	730	15776	1361	3707	2172	6587	3416	1195	8497	14594	16045	337	1360	238
AK7	4328	49	104	6	15	15	97	31	35	21	68	54	16	59	143	89	123	40	32
AK8	2591	50	79	22	32	29	56	64	47	63	73	59	11	48	68	34	29	39	23
AK9	8834	194	476	64	687	1160	406	1265	268	265	402	320	58	598	455	337	759	1037	792
AKAIN1	2302	33	36	4	84	460	49	13	34	8	22	27	7	25	35	44	486	757	421
AKAP1	4780	1633	1722	664	2234	2001	1662	2164	1074	1034	1622	1133	230	1980	2280	2212	2415	2488	2238
AKAP10	3948	683	1096	235	1536	1883	1373	2171	802	823	1249	850	207	1937	1430	1137	1737	1976	1508
AKAP11	9920	4366	9164	986	10176	12525	14292	16767	5859	5442	8523	6616	1780	15186	10933	8384	5969	10263	7256
AKAP12	8900	3524	3952	1455	8818	10867	6652	8352	3378	3402	2983	3183	507	7130	4491	6498	15272	6035	12155
AKAP13	17035	1188	1033	411	7349	7619	1576	7387	1221	1633	2510	1461	162	2488	1487	2244	5666	5827	5881
